,address,house_number,cap,municipality,province_code,province,region
17326,Via Castelforte,29,171,Roma,RM,Roma,Lazio
17327,Via Castelforte,29,171,Roma,RM,Roma,Lazio
17328,Via Simone Martini,34/36,142,Roma,RM,Roma,Lazio
17329,Via Simone Martini,34/36,143,Roma,RM,Roma,Lazio
17330,Via Simone Martini,34/36,143,Roma,RM,Roma,Lazio
17331,Via Cesare Pavese,96/C,144,Roma,RM,Roma,Lazio
17332,Via Cesare Pavese,100/O,144,Roma,RM,Roma,Lazio
17333,Via Cesare Pavese,96/C,144,Roma,RM,Roma,Lazio
17334,Viale Dell'aereonautica,37,144,Roma,RM,Roma,Lazio
17335,Circonvallazione Ostiense,218,154,Roma,RM,Roma,Lazio
17336,Via Rocca Priora,60,179,Roma,RM,Roma,Lazio
17337,Via G. Trevis,60/68,147,Roma,RM,Roma,Lazio
17338,Largo Pannonia,4/5/6,183,Roma,RM,Roma,Lazio
17339,Largo Pannonia,4/5/6/7,183,Roma,RM,Roma,Lazio
17340,Largo Pannonia,4/5/6/7,183,Roma,RM,Roma,Lazio
17341,Largo Pannonia,4/5/6,183,Roma,RM,Roma,Lazio
17342,Largo Pannonia,4/5/6/7,183,Roma,RM,Roma,Lazio
17343,Via Ostiense,85-85/A,154,Roma,RM,Roma,Lazio
17344,Piazza Ronchi,2,177,Roma,RM,Roma,Lazio
17345,Viale Eroi Di Cefalonia,109,128,Roma,RM,Roma,Lazio
17346,Viale Eroi Di Cefalonia,109,128,Roma,RM,Roma,Lazio
17347,Via Vittorio De Sica,32,123,Roma,RM,Roma,Lazio
17348,Via M. V. Coronelli,46,176,Roma,RM,Roma,Lazio
17349,Via Augusto Dulceri,19,176,Roma,RM,Roma,Lazio
17350,Via Tommaso Da Celano,122,179,Roma,RM,Roma,Lazio
17351,Via Tommaso Da Celano,122,179,Roma,RM,Roma,Lazio
17352,Via Adolfo Omodeo,66/68,179,Roma,RM,Roma,Lazio
17353,Piazza S. M. Ausiliatrice,39-40,181,Roma,RM,Roma,Lazio
17354,Via Casilina,439/B,176,Roma,RM,Roma,Lazio
17355,Via Dell'acqua Bullicante,202,177,Roma,RM,Roma,Lazio
17356,Via Dell'acqua Bullicante,202,177,Roma,RM,Roma,Lazio
17357,Via Dell'acqua Bullicante,202,177,Roma,RM,Roma,Lazio
17358,Via Dell'acqua Bullicante,202,177,Roma,RM,Roma,Lazio
17359,Via Dell'acqua Bullicante,202,177,Roma,RM,Roma,Lazio
17360,Via Dell'acqua Bullicante,202,177,Roma,RM,Roma,Lazio
17361,Via Dell'acqua Bullicante,202,177,Roma,RM,Roma,Lazio
17362,Piazza C. Cantu',2,181,Roma,RM,Roma,Lazio
17363,Piazza Epiro,7,183,Roma,RM,Roma,Lazio
17364,Via Renzo Da Ceri,66,176,Roma,RM,Roma,Lazio
17365,Piazza Cesare Baronio,4/A,179,Roma,RM,Roma,Lazio
17366,Via Accademia Del Cimento,16,147,Roma,RM,Roma,Lazio
17367,Via Sabaudia,71,171,Roma,RM,Roma,Lazio
17368,Via Sabaudia,71,171,Roma,RM,Roma,Lazio
17369,Via Sabaudia,71,171,Roma,RM,Roma,Lazio
17370,Via Della Marranella,41,176,Roma,RM,Roma,Lazio
17371,Piazza Roselle,1,179,Roma,RM,Roma,Lazio
17372,Piazza Roselle,1,179,Roma,RM,Roma,Lazio
17373,Piazza Roselle,1,179,Roma,RM,Roma,Lazio
17374,Piazza Roselle,1,179,Roma,RM,Roma,Lazio
17375,Via Delle Vigne,163,148,Roma,RM,Roma,Lazio
17376,Via Delle Vigne,163,148,Roma,RM,Roma,Lazio
17377,Via Del Trullo,294-296,148,Roma,RM,Roma,Lazio
17378,Via Del Trullo,294-296,148,Roma,RM,Roma,Lazio
17379,Via Del Trullo,294-296,148,Roma,RM,Roma,Lazio
17380,Via Della Consolata,7/9,164,Roma,RM,Roma,Lazio
17381,Via Della Consolata,7/9,164,Roma,RM,Roma,Lazio
17382,Via Della Consolata,7/9,164,Roma,RM,Roma,Lazio
17383,Via Della Consolata,7/9,164,Roma,RM,Roma,Lazio
17384,Via G. Ricci Curbastro,3,149,Roma,RM,Roma,Lazio
17385,Via G. Ricci Curbastro,3,149,Roma,RM,Roma,Lazio
17386,Via Avicenna,8/10,146,Roma,RM,Roma,Lazio
17387,Via A. G. Barrili,7,152,Roma,RM,Roma,Lazio
17388,Viale Trastevere,229,153,Roma,RM,Roma,Lazio
17389,Via Portuense,470,149,Roma,RM,Roma,Lazio
17390,Via Portuense,468,149,Roma,RM,Roma,Lazio
17391,Via Portuense,470,149,Roma,RM,Roma,Lazio
17392,Largo Bilancioni,8/11 (Via Pio Fo),152,Roma,RM,Roma,Lazio
17393,Largo Bilancioni,8/11 (Via Pio Foà),152,Roma,RM,Roma,Lazio
17394,Largo Bilancioni,8/11 (Via Pio Foà),152,Roma,RM,Roma,Lazio
17395,Via S. Pantaleo Campano,28/d,149,Roma,RM,Roma,Lazio
17396,Via S. Pantaleo Campano,28/d,149,Roma,RM,Roma,Lazio
17397,Via Portuense,718,148,Roma,RM,Roma,Lazio
17398,Via Portuense,718,148,Roma,RM,Roma,Lazio
17399,Via Portuense,718,148,Roma,RM,Roma,Lazio
17400,Via Portuense,425,149,Roma,RM,Roma,Lazio
17401,Via Portuense,425,149,Roma,RM,Roma,Lazio
17402,Via Portuense,423,149,Roma,RM,Roma,Lazio
17403,Piazza E. Morelli,23-24,151,Roma,RM,Roma,Lazio
17404,Piazza E. Morelli,23-24,151,Roma,RM,Roma,Lazio
17405,Piazza E. Morelli,23-24,151,Roma,RM,Roma,Lazio
17406,Largo Zabeccari,6,149,Roma,RM,Roma,Lazio
17407,Largo Zabeccari,6,149,Roma,RM,Roma,Lazio
17408,Piazza S. Giovanni Di Dio,14,152,Roma,RM,Roma,Lazio
17409,Piazza S. Giovanni Di Dio,14,152,Roma,RM,Roma,Lazio
17410,Via Vidaschi,1-2,152,Roma,RM,Roma,Lazio
17411,P.za S. Giovanni Di Dio,14,152,Roma,RM,Roma,Lazio
17412,Piazza S. Giovanni Di Dio,14,152,Roma,RM,Roma,Lazio
17413,Piazza A.f.doria Pamphili,14,149,Roma,RM,Roma,Lazio
17414,Piazza Della Radio,39 39/A,146,Roma,RM,Roma,Lazio
17415,Piazza Della Radio,39 39/A,146,Roma,RM,Roma,Lazio
17416,Via G. Carini,42,153,Roma,RM,Roma,Lazio
17417,Via G. Carini,42,153,Roma,RM,Roma,Lazio
17418,Via G. Carini,44,152,Roma,RM,Roma,Lazio
17425,Via Camillo Serafini,28,164,Roma,RM,Roma,Lazio
17426,Via Camillo Serafini,28,164,Roma,RM,Roma,Lazio
17427,Via Camillo Serafini,28,164,Roma,RM,Roma,Lazio
17428,Via Della Magliana,191-191/a,146,Roma,RM,Roma,Lazio
17429,Via Della Magliana,191-191/a,146,Roma,RM,Roma,Lazio
17430,Via Prenestina,1206 A/B,155,Roma,RM,Roma,Lazio
17431,Via Prenestina,1206 A/B,155,Roma,RM,Roma,Lazio
17432,Viale Dei Quattro Venti,160 A,152,Roma,RM,Roma,Lazio
17433,Viale Dei Quattro Venti,160 A,152,Roma,RM,Roma,Lazio
17434,Viale Dei Quattro Venti,160 A,152,Roma,RM,Roma,Lazio
17435,Viale Dei Quattro Venti,160 A,152,Roma,RM,Roma,Lazio
17436,Via Della Pisana,370-Edificio E-Negozio A,163,Roma,RM,Roma,Lazio
17437,Via Del Trullo,162/164,148,Roma,RM,Roma,Lazio
17438,Via Del Trullo,162/164,148,Roma,RM,Roma,Lazio
17439,Via Del Trullo,162/164,148,Roma,RM,Roma,Lazio
17440,Viale Dei Promontori,131-133,122,Roma,RM,Roma,Lazio
17441,Via Enrico Fermi,1/3/5,146,Roma,RM,Roma,Lazio
17442,Via G. Fuggetta,76,149,Roma,RM,Roma,Lazio
17443,Via G. Fuggetta,76,149,Roma,RM,Roma,Lazio
17444,Via Sermoneta,10,177,Roma,RM,Roma,Lazio
17445,Via Sermoneta,10,177,Roma,RM,Roma,Lazio
17446,Piazzale E. Dunant,11,152,Roma,RM,Roma,Lazio
17447,Piazzale E. Dunant,11,152,Roma,RM,Roma,Lazio
17448,Piazzale E. Dunant,11 A/B,152,Roma,RM,Roma,Lazio
17449,Via Del Trullo,392,148,Roma,RM,Roma,Lazio
17450,Via Del Trullo,392,148,Roma,RM,Roma,Lazio
17451,Via Della Pisana,106,163,Roma,RM,Roma,Lazio
17452,Via Della Pisana,92,163,Roma,RM,Roma,Lazio
17453,Viale Vicopisano,62,146,Roma,RM,Roma,Lazio
17454,Via Donna Olimpia,194,152,Roma,RM,Roma,Lazio
17455,Via Donna Olimpia,194,152,Roma,RM,Roma,Lazio
17456,Via Val Tellina,94,151,Roma,RM,Roma,Lazio
17457,Via Val Tellina,94,151,Roma,RM,Roma,Lazio
17458,Via Valtellina,94,151,Roma,RM,Roma,Lazio
17459,Via Valtellina,94,151,Roma,RM,Roma,Lazio
17460,Via G. Sirtori,21,149,Roma,RM,Roma,Lazio
17461,Via G. Sirtori,21,149,Roma,RM,Roma,Lazio
17462,Via G. Sirtori,21,149,Roma,RM,Roma,Lazio
17463,Via G. Sirtori,35,149,Roma,RM,Roma,Lazio
17464,Via G. Sirtori,35,149,Roma,RM,Roma,Lazio
17465,Viale Quattro Venti,73/b/c,152,Roma,RM,Roma,Lazio
17466,Viale Quattro Venti,73/b/c,152,Roma,RM,Roma,Lazio
17467,Via S. Gherardi,106,146,Roma,RM,Roma,Lazio
17468,Via Edoardo Jenner,109,151,Roma,RM,Roma,Lazio
17469,Via Dei Colli Portuensi,310/A,151,Roma,RM,Roma,Lazio
17470,Via Dei Colli Portuensi,310/A,151,Roma,RM,Roma,Lazio
17471,Via Pescaglia,29,146,Roma,RM,Roma,Lazio
17472,Via Pescaglia,29,146,Roma,RM,Roma,Lazio
17473,Via Casetta Mattei,202,148,Roma,RM,Roma,Lazio
17474,Via Bravetta,82/84,164,Roma,RM,Roma,Lazio
17475,Via Bravetta,82/84,164,Roma,RM,Roma,Lazio
17476,Via Bravetta,82/84,164,Roma,RM,Roma,Lazio
17477,Piazza Di Spagna,30,149,Roma,RM,Roma,Lazio
17478,Via L. Ruspoli,57,149,Roma,RM,Roma,Lazio
17479,Piazza Di Spagna,30,149,Roma,RM,Roma,Lazio
17480,Via Leopoldo Ruspoli,57,149,Roma,RM,Roma,Lazio
17481,Via G. De Calvi,12,151,Roma,RM,Roma,Lazio
17482,Via G. De Calvi,12,151,Roma,RM,Roma,Lazio
17483,Via E. Rolli,19,153,Roma,RM,Roma,Lazio
17484,Via E. Rolli,19,153,Roma,RM,Roma,Lazio
17485,Via E. Rolli,19,153,Roma,RM,Roma,Lazio
17486,Circ.ne Gianicolense,186/a,152,Roma,RM,Roma,Lazio
17487,Circonvallazione Gianicolense,186/a,152,Roma,RM,Roma,Lazio
17488,Via Federico Torre,27/31,152,Roma,RM,Roma,Lazio
17489,Via Donna Olimpia,25,152,Roma,RM,Roma,Lazio
17490,Via Donna Olimpia,21,152,Roma,RM,Roma,Lazio
17491,Via Donna Olimpia,23,152,Roma,RM,Roma,Lazio
17492,Via F. Bolognesi,27,152,Roma,RM,Roma,Lazio
17493,Via F. Bolognesi,27,152,Roma,RM,Roma,Lazio
17494,Via F. Bolognesi,27,152,Roma,RM,Roma,Lazio
17495,Via F. Bolognesi,27,152,Roma,RM,Roma,Lazio
17496,Via Dell'imbrecciato,124,149,Roma,RM,Roma,Lazio
17497,Via Dell'imbrecciato,124,149,Roma,RM,Roma,Lazio
17498,Viale Trastevere,303/307,153,Roma,RM,Roma,Lazio
17499,Viale Trastevere,305,153,Roma,RM,Roma,Lazio
17500,Viale Trastevere,303/307,153,Roma,RM,Roma,Lazio
17501,Viale Trastevere,303/307,153,Roma,RM,Roma,Lazio
17502,Piazza Pietro Merolli,18,151,Roma,RM,Roma,Lazio
17503,Piazza Pietro Merolli,18,151,Roma,RM,Roma,Lazio
17504,Piazza Pietro Merolli,18,151,Roma,RM,Roma,Lazio
17505,Piazza Pietro Merolli,18,151,Roma,RM,Roma,Lazio
17506,Via Fonteiana,79/79a,152,Roma,RM,Roma,Lazio
17507,Via Fonteiana,79/79a,152,Roma,RM,Roma,Lazio
17508,Largo Gaetano La Loggia,35,149,Roma,RM,Roma,Lazio
17509,Via G. Ghislieri,21/23,152,Roma,RM,Roma,Lazio
17510,Via G. Ghislieri,21/23,152,Roma,RM,Roma,Lazio
17511,Via Oderisi Da Gubbio,241,146,Roma,RM,Roma,Lazio
17512,Via Oderisi Da Gubbio,241,146,Roma,RM,Roma,Lazio
17513,Via Oderisi Da Gubbio,178,146,Roma,RM,Roma,Lazio
17514,Viale Guglielmo Marconi,312-314,146,Roma,RM,Roma,Lazio
17515,Via Antonio Roiti,9,146,Roma,RM,Roma,Lazio
17516,Via G. Marconi,174 - 174/A,146,Roma,RM,Roma,Lazio
17517,Viale Isacco Newton,92/B,151,Roma,RM,Roma,Lazio
17518,Viale Isacco Newton,92/B,151,Roma,RM,Roma,Lazio
17519,Via Dei Malatesta,5 a/b,164,Roma,RM,Roma,Lazio
17520,Via Dei Malatesta,5 a/b,164,Roma,RM,Roma,Lazio
17521,Viale Marconi,107,146,Roma,RM,Roma,Lazio
17522,Viale Marconi,107,146,Roma,RM,Roma,Lazio
17523,Viale Marconi,107,146,Roma,RM,Roma,Lazio
17527,Via Della Magliana,134/b,146,Roma,RM,Roma,Lazio
17528,Via Federico Ozanam,57/a,152,Roma,RM,Roma,Lazio
17529,Via Federico Ozanam,57/a,152,Roma,RM,Roma,Lazio
17530,Largo S.vincenzo De Paoli,5,152,Roma,RM,Roma,Lazio
17531,Via P. Cartoni,183/185,152,Roma,RM,Roma,Lazio
17532,Largo S.vincenzo De Paoli,5,152,Roma,RM,Roma,Lazio
17533,Via P. Cartoni,183/185,152,Roma,RM,Roma,Lazio
17534,Viale Dei Colli Portuensi,475,151,Roma,RM,Roma,Lazio
17535,Via G. Cardano,58,146,Roma,RM,Roma,Lazio
17539,Viale Di Vigna Pia,42/44/46,149,Roma,RM,Roma,Lazio
17540,Viale Di Vigna Pia,42/44/46,149,Roma,RM,Roma,Lazio
17541,Viale Di Vigna Pia,42/44/46,149,Roma,RM,Roma,Lazio
17542,V.le Di Vigna Pia,42/44/46,149,Roma,RM,Roma,Lazio
17543,Viale Di Vigna Pia,42/44/46,149,Roma,RM,Roma,Lazio
17544,Via Colli Portuensi,173/175,151,Roma,RM,Roma,Lazio
17545,Viale Colli Poretuensi,173/175,151,Roma,RM,Roma,Lazio
17546,Viale Colli Portuensi,30/32,151,Roma,RM,Roma,Lazio
17547,Piazza Dei Quiriti,1/2,192,Roma,RM,Roma,Lazio
17548,Piazza Dei Quiriti,1/2,192,Roma,RM,Roma,Lazio
17549,Piazza Dei Quiriti,1/2,192,Roma,RM,Roma,Lazio
17550,Piazza Dei Quiriti,1/2,192,Roma,RM,Roma,Lazio
17551,Via Crescenzio,57,193,Roma,RM,Roma,Lazio
17552,Via Crescenzio,59,193,Roma,RM,Roma,Lazio
17553,Via Crescenzio,59,193,Roma,RM,Roma,Lazio
17554,Via Trionfale,8764,135,Roma,RM,Roma,Lazio
17555,Via Trionfale,8764,135,Roma,RM,Roma,Lazio
17556,Via Trionfale,8768,135,Roma,RM,Roma,Lazio
17557,Via Trionfale,8768,135,Roma,RM,Roma,Lazio
17558,Via Boccea,254,167,Roma,RM,Roma,Lazio
17559,Via Boccea,254,167,Roma,RM,Roma,Lazio
17560,Via Ennio Bonifazi,12,167,Roma,RM,Roma,Lazio
17561,Via Boccea,254,167,Roma,RM,Roma,Lazio
17562,Via Boccea,254,167,Roma,RM,Roma,Lazio
17563,Via Ennio Bonifazi,12,167,Roma,RM,Roma,Lazio
17564,Via Della Giuliana,20,195,Roma,RM,Roma,Lazio
17565,Via Della Giuliana,20,195,Roma,RM,Roma,Lazio
17566,Via Della Giuliana,24,195,Roma,RM,Roma,Lazio
17567,Via F. Borromeo,13/15,168,Roma,RM,Roma,Lazio
17568,Via F. Borromeo,13/15,168,Roma,RM,Roma,Lazio
17569,Via Aurelia,560,165,Roma,RM,Roma,Lazio
17570,Largo Vigna Stelluti,34/35/36,191,Roma,RM,Roma,Lazio
17571,Largo Vigna Stelluti,34/35/36,191,Roma,RM,Roma,Lazio
17572,Viale Giulio Cesare,209/211,192,Roma,RM,Roma,Lazio
17573,Via Trionfale,11264/11270,135,Roma,RM,Roma,Lazio
17574,Via Trionfale,11264/11270,135,Roma,RM,Roma,Lazio
17575,Via Trionfale,11264/11270,135,Roma,RM,Roma,Lazio
17576,Via Trionfale,11264/11270,135,Roma,RM,Roma,Lazio
17577,Via Candia,28,192,Roma,RM,Roma,Lazio
17578,Viale Cola Di Rienzo,124,192,Roma,RM,Roma,Lazio
17579,V.le Cola Di Rienzo,124,192,Roma,RM,Roma,Lazio
17580,Viale Cola Di Rienzo,124,192,Roma,RM,Roma,Lazio
17581,V.le Cola Di Rienzo,124,192,Roma,RM,Roma,Lazio
17582,P.za Della Liberta',5/6,192,Roma,RM,Roma,Lazio
17583,Via Don Primo Mazzolari,220,132,Roma,RM,Roma,Lazio
17584,Largo Donaggio,9/10,168,Roma,RM,Roma,Lazio
17585,Largo Donaggio,9/10,168,Roma,RM,Roma,Lazio
17586,Piazza Capecelatro,7,168,Roma,RM,Roma,Lazio
17587,Piazza Capecelatro,7,168,Roma,RM,Roma,Lazio
17588,Via S. Bernadette,55,167,Roma,RM,Roma,Lazio
17589,Via S. Bernadette,55,167,Roma,RM,Roma,Lazio
17590,Via S. Bernadette,55,167,Roma,RM,Roma,Lazio
17591,Via S. Bernadette,55,167,Roma,RM,Roma,Lazio
17592,Via S. Bernadette,55,167,Roma,RM,Roma,Lazio
17593,Via Pietro Maffi,74 A e B,168,Roma,RM,Roma,Lazio
17594,Via Pietro Maffi,74 A e B,168,Roma,RM,Roma,Lazio
17595,Piazzale Clodio,54,195,Roma,RM,Roma,Lazio
17596,Piazzale Clodio,54,195,Roma,RM,Roma,Lazio
17597,Via Giuseppe Girolami,6,168,Roma,RM,Roma,Lazio
17598,Via Giuseppe Girolami,6,168,Roma,RM,Roma,Lazio
17599,Via Giuseppe Girolami,6,168,Roma,RM,Roma,Lazio
17600,Via Giuseppe Girolami,6,168,Roma,RM,Roma,Lazio
17601,Via Fosso Del Poggio,9/a,189,Roma,RM,Roma,Lazio
17602,Via Di Grottarossa,161-161/A,189,Roma,RM,Roma,Lazio
17603,Via Fosso Del Poggio,9,189,Roma,RM,Roma,Lazio
17604,Via Aurelia,712/D,165,Roma,RM,Roma,Lazio
17605,Via Aurelia,712/D,165,Roma,RM,Roma,Lazio
17606,Via Aurelia,670/D,165,Roma,RM,Roma,Lazio
17607,Via D. Galimberti,21/23,136,Roma,RM,Roma,Lazio
17608,Via D. Galimberti,21/23,136,Roma,RM,Roma,Lazio
17609,Via D. Galimberti,21/23,136,Roma,RM,Roma,Lazio
17610,Viale Di Valle Aurelia,73 A/B,167,Roma,RM,Roma,Lazio
17611,Via Giuseppe Bonaccorsi,32,167,Roma,RM,Roma,Lazio
17612,Via Gregorio Vii,129,165,Roma,RM,Roma,Lazio
17613,Via Gregorio Vii,129/131,165,Roma,RM,Roma,Lazio
17614,Via Gregorio Vii,129,165,Roma,RM,Roma,Lazio
17615,Piazzale Gregorio Vii,20/21,165,Roma,RM,Roma,Lazio
17616,P.le Gregorio Vii,20/21,165,Roma,RM,Roma,Lazio
17617,P.le Gregorio Vii,20/21,165,Roma,RM,Roma,Lazio
17618,Via P. Maffi,115,168,Roma,RM,Roma,Lazio
17619,Via P. Maffi,130,168,Roma,RM,Roma,Lazio
17620,Via P. Maffi,115,168,Roma,RM,Roma,Lazio
17621,Via De Viti De Marco,48/D/E,191,Roma,RM,Roma,Lazio
17622,Via Di Villa Severini,34,191,Roma,RM,Roma,Lazio
17623,Via Di Villa Severini,34,191,Roma,RM,Roma,Lazio
17624,Via Flaminia Nuova,248,191,Roma,RM,Roma,Lazio
17625,Via L. Bodio,73,191,Roma,RM,Roma,Lazio
17626,Via L. Bodio,73,191,Roma,RM,Roma,Lazio
17627,Via Mattia Battistini,67,167,Roma,RM,Roma,Lazio
17628,Via Mattia Battistini,67,167,Roma,RM,Roma,Lazio
17629,Largo Giannina Milli,17-18-18/a,135,Roma,RM,Roma,Lazio
17630,Largo Giannina Milli,17-18-18/a,135,Roma,RM,Roma,Lazio
17631,Largo Giannina Milli,17-18-18/a,135,Roma,RM,Roma,Lazio
17632,Via Cassia,840,189,Roma,RM,Roma,Lazio
17633,Via Cassia,838/842,189,Roma,RM,Roma,Lazio
17634,Via Cassia,838/842,189,Roma,RM,Roma,Lazio
17635,Via San Pio X,1/a,193,Roma,RM,Roma,Lazio
17636,Via Borgo Pio,44/A,193,Roma,RM,Roma,Lazio
17637,Via Borgo Pio,44/A,193,Roma,RM,Roma,Lazio
17638,Borgo Pio,44/A,193,Roma,RM,Roma,Lazio
17639,Largo Cervinia,23,135,Roma,RM,Roma,Lazio
17640,Largo Cervinia,23,135,Roma,RM,Roma,Lazio
17641,Via Cassia,1346/1348,123,Roma,RM,Roma,Lazio
17642,Via Cassia,1346/1348,123,Roma,RM,Roma,Lazio
17643,Via Cassia,648/B,189,Roma,RM,Roma,Lazio
17644,Via Cassia,648/B,189,Roma,RM,Roma,Lazio
17645,Via Cassia,648,189,Roma,RM,Roma,Lazio
17646,Via Cassia,648,189,Roma,RM,Roma,Lazio
17647,Via Nosate,10-18,166,Roma,RM,Roma,Lazio
17648,Via Nosate,10-18,166,Roma,RM,Roma,Lazio
17649,Via Di Selva Candida,389/A,166,Roma,RM,Roma,Lazio
17650,Via Di Selva Candida,389/A,166,Roma,RM,Roma,Lazio
17651,Via Nosate,10-18,166,Roma,RM,Roma,Lazio
17652,Via Trionfale,118,195,Roma,RM,Roma,Lazio
17653,Via E. Bondi,64,166,Roma,RM,Roma,Lazio
17654,Viacassia,534,189,Roma,RM,Roma,Lazio
17655,Via S. Godenzo,68,189,Roma,RM,Roma,Lazio
17656,Via S. Godenzo,68,189,Roma,RM,Roma,Lazio
17657,Via Emma Carelli,4,168,Roma,RM,Roma,Lazio
17658,Via Emma Carelli,4,168,Roma,RM,Roma,Lazio
17659,Via Circonvallazione Cornelia,289,167,Roma,RM,Roma,Lazio
17660,Via Circonvallazione Cornelia,289,167,Roma,RM,Roma,Lazio
17661,Via G.d. Paracciani,12,167,Roma,RM,Roma,Lazio
17662,Via F. Cherubini,34,135,Roma,RM,Roma,Lazio
17663,Via F. Massimo,74/76/78,192,Roma,RM,Roma,Lazio
17664,Via F. Massimo,74/76/78,192,Roma,RM,Roma,Lazio
17665,Via F. Massimo,74/76/78,192,Roma,RM,Roma,Lazio
17666,Via San Giorgio Morgeto,169-173,173,Roma,RM,Roma,Lazio
17667,Via San Giorgio Morgeto,169-173,173,Roma,RM,Roma,Lazio
17668,Via Ferraironi,25,172,Roma,RM,Roma,Lazio
17669,Via Ferraironi,25,172,Roma,RM,Roma,Lazio
17670,Via Simone Saint Bon,91,195,Roma,RM,Roma,Lazio
17671,Via Di Boccea,184,167,Roma,RM,Roma,Lazio
17672,Piazza Risorgimento,44/45,192,Roma,RM,Roma,Lazio
17673,Piazza Risorgimento,44/45,192,Roma,RM,Roma,Lazio
17674,Piazza Risorgimento,44/45,192,Roma,RM,Roma,Lazio
17675,Piazza Risorgimento,44/45,192,Roma,RM,Roma,Lazio
17676,Via Di Valle Muricana,369,188,Roma,RM,Roma,Lazio
17677,Via R. R. Pereira,217/a,136,Roma,RM,Roma,Lazio
17678,Via Archeologia,58,133,Roma,RM,Roma,Lazio
17679,Via Archeologia,58,133,Roma,RM,Roma,Lazio
17680,Via Castano,23/25,133,Roma,RM,Roma,Lazio
17681,Via P. De Calboli,12,195,Roma,RM,Roma,Lazio
17682,Via M. Battistini,184a/b,167,Roma,RM,Roma,Lazio
17683,Via M. Battistini,184a/b,167,Roma,RM,Roma,Lazio
17684,Via Trionfale,8578,135,Roma,RM,Roma,Lazio
17685,Via Trionfale,8578,135,Roma,RM,Roma,Lazio
17686,Via Trionfale,8578,135,Roma,RM,Roma,Lazio
17687,Viale Angelico,86,195,Roma,RM,Roma,Lazio
17688,V.le A. Ciamarra,98/100,173,Roma,RM,Roma,Lazio
17689,V.le A. Ciamarra,66/68,173,Roma,RM,Roma,Lazio
17690,V.le A. Ciamarra,98/100,173,Roma,RM,Roma,Lazio
17691,Corso Francia,172-174-176,191,Roma,RM,Roma,Lazio
17692,Corso Francia,172-174-176,191,Roma,RM,Roma,Lazio
17693,Corso Francia,176,191,Roma,RM,Roma,Lazio
17694,Corso Francia,172-174-176,191,Roma,RM,Roma,Lazio
17695,Corso Francia,172-174-176,191,Roma,RM,Roma,Lazio
17696,Via Cassia,942,189,Roma,RM,Roma,Lazio
17697,Via Della Cellulosa,42/42A,166,Roma,RM,Roma,Lazio
17698,Via Della Cellulosa,42,166,Roma,RM,Roma,Lazio
17699,Via Gregorio Vii,154/a,165,Roma,RM,Roma,Lazio
17700,Via Gregorio Vii,154/a,165,Roma,RM,Roma,Lazio
17701,Via Gregorio Vii,154/a,165,Roma,RM,Roma,Lazio
17702,Via Oslavia,66,195,Roma,RM,Roma,Lazio
17703,Via Oslavia,66,195,Roma,RM,Roma,Lazio
17704,Via Clemente X,47,167,Roma,RM,Roma,Lazio
17705,Via Calisto Ii,20,167,Roma,RM,Roma,Lazio
17706,Via Calisto Ii,20,167,Roma,RM,Roma,Lazio
17707,Via Monti Della Valchetta,74-76-76/A-76/B,188,Roma,RM,Roma,Lazio
17708,Via Monti Della Valchetta,74-76-76/A-76/B,188,Roma,RM,Roma,Lazio
17709,Via Del Torraccio Di Torrenova,93,133,Roma,RM,Roma,Lazio
17710,Via Cipro,42/44,136,Roma,RM,Roma,Lazio
17711,Via Cipro,42/44,136,Roma,RM,Roma,Lazio
17712,Piazzale Medaglie D'oro,73,136,Roma,RM,Roma,Lazio
17713,Largo Maccagno,16/a,136,Roma,RM,Roma,Lazio
17714,Via Romeo Rodriguez Pereira,154,136,Roma,RM,Roma,Lazio
17715,Via Cornelia,65,166,Roma,RM,Roma,Lazio
17716,Via Cornelia,63/65,166,Roma,RM,Roma,Lazio
17717,Via Cornelia,48/b,166,Roma,RM,Roma,Lazio
17718,Via Cornelia,63/65,166,Roma,RM,Roma,Lazio
17719,Via Della Villa Di Livia,90,188,Roma,RM,Roma,Lazio
17720,Via Della Villa Di Livia,90,188,Roma,RM,Roma,Lazio
17721,Via Della Villa Di Livia,44,188,Roma,RM,Roma,Lazio
17722,Piazza Pio Xi,30,165,Roma,RM,Roma,Lazio
17723,Piazza Pio Xi,30,165,Roma,RM,Roma,Lazio
17724,Via Accursio,6/B,165,Roma,RM,Roma,Lazio
17725,Via Di Boccea,43,165,Roma,RM,Roma,Lazio
17726,Via Flaminia Vecchia,673,191,Roma,RM,Roma,Lazio
17727,Via Flaminia Vecchia,673,191,Roma,RM,Roma,Lazio
17728,Via Flaminia Vecchia,673,191,Roma,RM,Roma,Lazio
17729,Piazza Cola Di Rienzo,31,192,Roma,RM,Roma,Lazio
17730,Piazza Cola Di Rienzo,31,192,Roma,RM,Roma,Lazio
17731,Piazza Cola Di Rienzo,31,192,Roma,RM,Roma,Lazio
17732,Piazza Cola Di Rienzo,31,192,Roma,RM,Roma,Lazio
17733,Via Della Farnesina,145/147,194,Roma,RM,Roma,Lazio
17734,Via Della Farnesina,145/147,194,Roma,RM,Roma,Lazio
17735,Via F. Nicolai,105,136,Roma,RM,Roma,Lazio
17736,Via F. Nicolai,105,136,Roma,RM,Roma,Lazio
17737,Via Della Balduina,132,136,Roma,RM,Roma,Lazio
17738,Via Della Balduina,132,136,Roma,RM,Roma,Lazio
