,address,house_number,cap,municipality,province_code,province,region
5942,Via Giambellino,150,20147,Milano,MI,Milano,Lombardia
5943,Largo Scalabrini,6,20146,Milano,MI,Milano,Lombardia
5944,Largo Scalabrini,6,20146,Milano,MI,Milano,Lombardia
5945,Largo Scalabrini,6,20146,Milano,MI,Milano,Lombardia
5946,Largo Scalabrini,6,20146,Milano,MI,Milano,Lombardia
5947,Largo Scalabrini,6,20146,Milano,MI,Milano,Lombardia
5948,Via Pordenone,1,20132,Milano,MI,Milano,Lombardia
5949,Via Pordenone,1,20132,Milano,MI,Milano,Lombardia
5950,Via Larga,16,20122,Milano,MI,Milano,Lombardia
5951,Via Larga,16,20122,Milano,MI,Milano,Lombardia
5952,Via Larga,16,20122,Milano,MI,Milano,Lombardia
5953,Via Larga,16,20122,Milano,MI,Milano,Lombardia
5954,Via San Paolo,7,20121,Milano,MI,Milano,Lombardia
5955,Via San Paolo,7,20121,Milano,MI,Milano,Lombardia
5956,Via Sabatino Lopez,3,20157,Milano,MI,Milano,Lombardia
5957,Via Sabatino Lopez,3,20157,Milano,MI,Milano,Lombardia
5958,Via Altamura,20,20148,Milano,MI,Milano,Lombardia
5959,Via Val Di Sole,22,20141,Milano,MI,Milano,Lombardia
5960,Via Val Di Sole,22,20141,Milano,MI,Milano,Lombardia
5961,Viale Ranzoni,2,20149,Milano,MI,Milano,Lombardia
5962,Viale Ranzoni,2,20149,Milano,MI,Milano,Lombardia
5963,Viale Ranzoni,2,20149,Milano,MI,Milano,Lombardia
5964,V.le Ranzoni,2,20149,Milano,MI,Milano,Lombardia
5965,V.le Ranzoni,2,20149,Milano,MI,Milano,Lombardia
5966,Via Rimini,29,20142,Milano,MI,Milano,Lombardia
5967,Via Rimini,29,20142,Milano,MI,Milano,Lombardia
5968,Via Rimini,29,20142,Milano,MI,Milano,Lombardia
5969,Via Rimini,29,20142,Milano,MI,Milano,Lombardia
5970,Via Gazzoletti,3,20157,Milano,MI,Milano,Lombardia
5971,Via Via Gazzoletti,3,20157,Milano,MI,Milano,Lombardia
5972,Via Gazzoletti,3,20157,Milano,MI,Milano,Lombardia
5973,Piazza Maciachini,24,20159,Milano,MI,Milano,Lombardia
5974,Via Palmanova,152,20132,Milano,MI,Milano,Lombardia
5975,Via M. De Angelis,15,20162,Milano,MI,Milano,Lombardia
5976,Via M. De Angelis,15,20162,Milano,MI,Milano,Lombardia
5977,Via Porpora,148,20131,Milano,MI,Milano,Lombardia
5978,Via Porpora,148,20131,Milano,MI,Milano,Lombardia
5979,Via Porpora,148,20131,Milano,MI,Milano,Lombardia
5980,Via Porpora,148,20131,Milano,MI,Milano,Lombardia
5981,Piazzale Cadorna,11,20123,Milano,MI,Milano,Lombardia
5982,Via Sansovino,1,20133,Milano,MI,Milano,Lombardia
5983,Via Sansovino,1,20133,Milano,MI,Milano,Lombardia
5984,Via Sansovino,1,20133,Milano,MI,Milano,Lombardia
5985,Via F.lli Fraschini,8,20142,Milano,MI,Milano,Lombardia
5986,Via F.lli Fraschini,8,20142,Milano,MI,Milano,Lombardia
5987,Via Pellegrino Rossi,44,20161,Milano,MI,Milano,Lombardia
5988,Via Anfossi,9,20135,Milano,MI,Milano,Lombardia
5989,Via Anfossi,9,20135,Milano,MI,Milano,Lombardia
5990,V.le Brianza,23,20127,Milano,MI,Milano,Lombardia
5991,Viale Brianza,23,20127,Milano,MI,Milano,Lombardia
5992,V.le Brianza,23,20127,Milano,MI,Milano,Lombardia
5993,Via Canonica,32,20154,Milano,MI,Milano,Lombardia
5994,Via Principe Eugenio,19,20155,Milano,MI,Milano,Lombardia
5995,Via Principe Eugenio,19,20155,Milano,MI,Milano,Lombardia
5996,Via Vigevano,45,20144,Milano,MI,Milano,Lombardia
5997,Via Vigevano,45,20144,Milano,MI,Milano,Lombardia
5998,Via Bergognone,31,20144,Milano,MI,Milano,Lombardia
5999,Via Bergognone,31,20144,Milano,MI,Milano,Lombardia
33256,Viale Ungheria,4,20138,Milano,MI,Milano,Lombardia
33976,Via Del Liri,1/3,20138,Milano,MI,Milano,Lombardia
34472,Via Porro Lambertenghi,34,20159,Milano,MI,Milano,Lombardia
34473,Via Porro Lambertenghi,34,20159,Milano,MI,Milano,Lombardia
34474,Via Porro Lambertenghi,34,20159,Milano,MI,Milano,Lombardia
34475,Via Porro Lambertenghi,34,20159,Milano,MI,Milano,Lombardia
35539,Via Bonfadini,87,20138,Milano,MI,Milano,Lombardia
35987,Via Calderini,3,20123,Milano,MI,Milano,Lombardia
35988,Via Calderini,3,20123,Milano,MI,Milano,Lombardia
36397,Via Bari,11/A,20143,Milano,MI,Milano,Lombardia
36398,Via Bari,11/a,20143,Milano,MI,Milano,Lombardia
36399,Via Bari,11/A,20143,Milano,MI,Milano,Lombardia
36418,Via San Bernardo,2,20142,Milano,MI,Milano,Lombardia
37018,Via Vittor Pisani,12,20123,Milano,MI,Milano,Lombardia
