,address,house_number,cap,municipality,province_code,province,region
21630,Corso Ponticelli,23/L,80147,Napoli,,Napoli,Campania
21631,Via Provinciale Botteghelle,596,80147,Napoli,,Napoli,Campania
21632,Via Argine,518 Ang. Via Napoli 161/163,80147,Napoli,,Napoli,Campania
21633,Via Argine,518 Ang. Via Napoli 161/163,80147,Napoli,,Napoli,Campania
21634,Via Argine,58 Ang. Via Napoli 161/163,80147,Napoli,,Napoli,Campania
21635,Via Argine,518 Ang. Via Napoli 161/163,80147,Napoli,,Napoli,Campania
21636,Corso Vittorio Emanuele,437,80135,Napoli,,Napoli,Campania
21637,Corso Vittorio Emanuele,437,80135,Napoli,,Napoli,Campania
21638,Corso Vittorio Emanuele,437,80135,Napoli,,Napoli,Campania
21639,Piazza Nazionale,75,80143,Napoli,,Napoli,Campania
21640,Piazza Nazionale,75,80143,Napoli,,Napoli,Campania
21641,Corso Giuseppe Garibaldi,317,80139,Napoli,,Napoli,Campania
21642,Corso Giuseppe Garibaldi,317,80139,Napoli,,Napoli,Campania
21643,Via Sant`antonio Abate,123,80139,Napoli,,Napoli,Campania
21644,Via Sant`antonio Abate,123,80139,Napoli,,Napoli,Campania
21645,Via Sant`antonio Abate,123,80139,Napoli,,Napoli,Campania
21646,Via Sant`antonio Abate,123,80139,Napoli,,Napoli,Campania
21647,Via San Giuseppe Dei Ruffi,2,80138,Napoli,,Napoli,Campania
21648,Via San Giuseppe Dei Ruffi,2,80138,Napoli,,Napoli,Campania
21649,Via San Giuseppe Dei Ruffi,2,80138,Napoli,,Napoli,Campania
21650,Via Giuseppe Dei Ruffi,2,80138,Napoli,,Napoli,Campania
21651,Via Firenze,84,80142,Napoli,,Napoli,Campania
21652,Via Firenze,84,80142,Napoli,,Napoli,Campania
21653,Via Firenze,84,80142,Napoli,,Napoli,Campania
21654,Via Firenze,84,80142,Napoli,,Napoli,Campania
21655,Piazza Mura Greche,14,80139,Napoli,,Napoli,Campania
21656,Via Nuova Poggioreale,163 a/b,80143,Napoli,,Napoli,Campania
21657,Via Nuova Poggioreale,45,80143,Napoli,,Napoli,Campania
21658,Via Nuova Poggioreale,45,80143,Napoli,,Napoli,Campania
21659,Via Nuova Poggioreale,45,80143,Napoli,,Napoli,Campania
21660,Sant'antonio Abate,102,80139,Napoli,,Napoli,Campania
21661,Sant'antonio Abate,102,80139,Napoli,,Napoli,Campania
21662,Via Sant'antonio Abate,102,80139,Napoli,,Napoli,Campania
21663,Sant'antonio Abate,102,80139,Napoli,,Napoli,Campania
21664,Via Stadera A Poggioreale,139,80143,Napoli,,Napoli,Campania
21665,Via Foria,63,80137,Napoli,,Napoli,Campania
21666,Via Foria,63,80137,Napoli,,Napoli,Campania
21667,Via Carlo Lahalle,18,80141,Napoli,,Napoli,Campania
21668,Via Carlo Lahalle,16/18,80141,Napoli,,Napoli,Campania
21669,Via Carlo Lahalle,18,80141,Napoli,,Napoli,Campania
21670,Via Carlo Lahalle,16/18/20,80141,Napoli,,Napoli,Campania
21671,Via Tribunali,215,80139,Napoli,,Napoli,Campania
21672,Via Tribunali,215,80139,Napoli,,Napoli,Campania
21673,Via Sant`antonio Abate,161,80139,Napoli,,Napoli,Campania
21674,Via Duomo,156/158/160,80139,Napoli,,Napoli,Campania
21675,Via Duomo,156/158/160,80139,Napoli,,Napoli,Campania
21676,Via Duomo,156/158/160,80139,Napoli,,Napoli,Campania
21677,Corso Giuseppe Garibaldi,262,80139,Napoli,,Napoli,Campania
21678,Corso Giuseppe Garibaldi,262,80139,Napoli,,Napoli,Campania
21679,Via Arenaccia,106,80143,Napoli,,Napoli,Campania
21680,Via Arenaccia,106,80143,Napoli,,Napoli,Campania
21681,Via Arenaccia,106 E/F/D,80141,Napoli,,Napoli,Campania
21682,Via Arenaccia,106 E/f/d,80141,Napoli,,Napoli,Campania
21683,Via Arenaccia,106 E/F/D,80141,Napoli,,Napoli,Campania
21684,Via Arenaccia,106,80141,Napoli,,Napoli,Campania
21685,Via Costantinopoli,86,80138,Napoli,,Napoli,Campania
21686,Via Costantinopoli,86,80138,Napoli,,Napoli,Campania
21687,Via Casanova,109,80143,Napoli,,Napoli,Campania
21688,Via Casanova,109,80143,Napoli,,Napoli,Campania
21689,Via Casanova,109,80143,Napoli,,Napoli,Campania
21690,Via Casanova,108,80139,Napoli,,Napoli,Campania
21691,Via San Paolo,20,80138,Napoli,,Napoli,Campania
21692,Via San Paolo,20,80138,Napoli,,Napoli,Campania
21693,Via Cavalleggeri Di Aosta,5/b,80124,Napoli,,Napoli,Campania
21694,Via Cavalleggeri Di Aosta,11,80100,Napoli,,Napoli,Campania
21695,Corso Garibaldi,354,80139,Napoli,,Napoli,Campania
21696,Via Tribunali,310,80138,Napoli,,Napoli,Campania
21697,Via Tribunali,310,80138,Napoli,,Napoli,Campania
21698,Via Tribunali,310,80138,Napoli,,Napoli,Campania
21699,Via Tribunali,310,80138,Napoli,,Napoli,Campania
21700,Via Tribunali,310,80138,Napoli,,Napoli,Campania
21701,Piazza Giuseppe Garibaldi,18,80142,Napoli,,Napoli,Campania
21702,Piazza Giuseppe Garibaldi,18,80142,Napoli,,Napoli,Campania
21703,Via Brecce A Sant' Erasmo,69,80142,Napoli,,Napoli,Campania
21704,Via Brecce A Sant` Erasmo,69,80142,Napoli,,Napoli,Campania
21705,Via Brecce A Sant` Erasmo,69,80142,Napoli,,Napoli,Campania
21706,Calata Di Ponte Casanova,30,80143,Napoli,,Napoli,Campania
21707,Via Ponte Di Casanova,30,80143,Napoli,,Napoli,Campania
21708,Calata Di Ponte Casanova,30,80143,Napoli,,Napoli,Campania
21709,Corso Giuseppe Garibaldi,218,80137,Napoli,,Napoli,Campania
21710,Via Casanova,52,80141,Napoli,,Napoli,Campania
21711,Via Ettore Bellini,29,80141,Napoli,,Napoli,Campania
21712,Via Della Costituzione,12 C. DIR. IS G1,80143,Napoli,,Napoli,Campania
21713,Via Genova,27,80143,Napoli,,Napoli,Campania
21714,Via Genova,27,80143,Napoli,,Napoli,Campania
21715,Via Genova,27,80143,Napoli,,Napoli,Campania
21716,Via Duomo,32,80138,Napoli,,Napoli,Campania
21717,Via San Giovanni A Carbonara,70,80139,Napoli,,Napoli,Campania
21718,Via San Giovanni A Carbonara,70,80139,Napoli,,Napoli,Campania
21719,Piazza Salvatore Lo Bianco,16/17,80143,Napoli,,Napoli,Campania
21720,Piazza Salvatore Lo Bianco,16/17,80143,Napoli,,Napoli,Campania
21721,Piazza Salvatore Lo Bianco,16/17,80143,Napoli,,Napoli,Campania
21722,Corso Giuseppe Garibaldi,285,80141,Napoli,,Napoli,Campania
21723,Via Arenaccia,192,80143,Napoli,,Napoli,Campania
21724,Via Arenaccia,192,80143,Napoli,,Napoli,Campania
21725,Via Alessandro Poerio,48,80139,Napoli,,Napoli,Campania
21726,Via Alessandro Poerio,48,80139,Napoli,,Napoli,Campania
21727,Via Alessandro Poerio,48,80139,Napoli,,Napoli,Campania
21728,Via Carlo Poerio,48,80121,Napoli,,Napoli,Campania
21729,Via Alessandro Poerio,46-48,80139,Napoli,,Napoli,Campania
21730,Via Alessandro Poerio,48,80139,Napoli,,Napoli,Campania
21731,Via Alessandro Poerio,48,80139,Napoli,,Napoli,Campania
21732,Corso Giuseppe Garibaldi,103,80139,Napoli,,Napoli,Campania
21733,Corso Giuseppe Garibaldi,103,80139,Napoli,,Napoli,Campania
21734,Corso Giuseppe Garibaldi,103,80139,Napoli,,Napoli,Campania
21735,Corso Giuseppe Garibaldi,103,80139,Napoli,,Napoli,Campania
21736,Corso Giuseppe Garibaldi,103,80139,Napoli,,Napoli,Campania
21737,Via Alessio Mazzocchi,23,80141,Napoli,,Napoli,Campania
21738,Via Alessio Mazzocchi,23,80141,Napoli,,Napoli,Campania
21739,Via Alessio Mazzocchi,23,80141,Napoli,,Napoli,Campania
21740,Via Alessio Mazzocchi,23,80141,Napoli,,Napoli,Campania
21741,Via Toledo,388,80144,Napoli,,Napoli,Campania
21742,Via Toledo,388,80144,Napoli,,Napoli,Campania
21743,Via Toledo,388,80144,Napoli,,Napoli,Campania
21744,Via Toledo,388,80144,Napoli,,Napoli,Campania
21745,Via Stella,102,80135,Napoli,,Napoli,Campania
21746,Via Stella,102,80135,Napoli,,Napoli,Campania
21747,Viale Traiano,269-271-273,80126,Napoli,,Napoli,Campania
21748,Via Stella,102,80135,Napoli,,Napoli,Campania
21749,Via Ventaglieri,13,80100,Napoli,,Napoli,Campania
21750,Via Ventaglieri,13,80100,Napoli,,Napoli,Campania
34461,Via Francesco De Pinedo,77,80144,Napoli,,Napoli,Campania
34462,Via Francesco De Pinedo,109,80144,Napoli,,Napoli,Campania
34463,Via Francesco De Pinedo,109,80144,Napoli,,Napoli,Campania
34464,Via Francesco De Pinedo,77,80144,Napoli,,Napoli,Campania
34542,Via Maurizio Piscicelli,138,80128,Napoli,,Napoli,Campania
34543,Via Maurizio Piscicelli,138-140-142,80128,Napoli,,Napoli,Campania
34544,Via Maurizio Piscicelli,138,80128,Napoli,,Napoli,Campania
34545,Via Maurizio Piscicelli,138,80128,Napoli,,Napoli,Campania
34546,Via Emanuele Gianturco,139/141/143,80143,Napoli,,Napoli,Campania
34547,Via Murialdo,17,80143,Napoli,,Napoli,Campania
34548,Via Murialdo,17,80143,Napoli,,Napoli,Campania
34549,Via Diocleziano,220,80125,Napoli,,Napoli,Campania
34550,Via Diocleziano,220,80125,Napoli,,Napoli,Campania
34551,Via Diocleziano,208ABCDE 210A,80125,Napoli,,Napoli,Campania
34552,Via Diocleziano,220,80125,Napoli,,Napoli,Campania
34553,Via Diocleziano,220,80125,Napoli,,Napoli,Campania
34554,Via S.teresa Degli Scalzi,106,80136,Napoli,,Napoli,Campania
34555,Via S.teresa Degli Scalzi,106,80136,Napoli,,Napoli,Campania
34562,Via Pietro Castellino,165/167,80131,Napoli,,Napoli,Campania
34563,Via Pietro Castellino,165/167,80131,Napoli,,Napoli,Campania
34564,Via Pietro Castellino,165/167,80131,Napoli,,Napoli,Campania
34565,Via Pietro Castellino,165/167,80131,Napoli,,Napoli,Campania
34606,Via Arturo Labriola,167,80144,Napoli,,Napoli,Campania
34607,Via Antonio Labriola,6/7,80145,Napoli,,Napoli,Campania
34621,Via Nazionale,96,80143,Napoli,,Napoli,Campania
34622,Piazza Dante,41,80100,Napoli,,Napoli,Campania
34623,Piazza Dante,41/a,80135,Napoli,,Napoli,Campania
34750,Via Stadera A Poggioreale,187 ed. 9 int. 15,80143,Napoli,,Napoli,Campania
34751,Via Stadera A Poggioreale,183/187,80143,Napoli,,Napoli,Campania
34752,Via Stadera A Poggioreale,183/187,80143,Napoli,,Napoli,Campania
34753,Via Stadera A Poggioreale,187 ed. 9 int. 15,80143,Napoli,,Napoli,Campania
35461,Via Filangeri,67,-,Napoli,,Napoli,Campania
35939,Via Sandro Botticelli,43/45,80126,Napoli,,Napoli,Campania
35940,Via Sandro Botticelli,43/45,80126,Napoli,,Napoli,Campania
36123,Via Giacomo Leopardi,192/194,80125,Napoli,,Napoli,Campania
36232,Via Bozelli,19,80141,Napoli,,Napoli,Campania
36465,Via De Pretis,11,80133,Napoli,,Napoli,Campania
36466,Via De Pretis,27,80133,Napoli,,Napoli,Campania
36791,Via Appia Verso Scampia,23-24,80144,Napoli,,Napoli,Campania
36792,Via A. Micheluzzi,62/72,80144,Napoli,,Napoli,Campania
36793,Via Micheluzzi,66,80144,Napoli,,Napoli,Campania
36794,Via Attilio Micheluzzi,64,80144,Napoli,,Napoli,Campania
36795,Via Appia Verso Scampia,23-24,80144,Napoli,,Napoli,Campania
36880,Via Emanuele Gianturco,139-141-143,80143,Napoli,,Napoli,Campania
36881,Via Emanuele Gianturco,139-141-143,80143,Napoli,,Napoli,Campania
36950,Viale Traiano,269-271-273,80126,Napoli,,Napoli,Campania
36951,Viale Traiano,269/273,80126,Napoli,,Napoli,Campania
